Czas;Nazwa Problemu;Koszt Sciezk;Sciezka
8;15;183;3;2;0;4;1;
5;14;146;1;3;0;4;2;
5;16;71;4;0;3;2;1;
5;17;89;2;4;1;3;0;
4;13;85;2;3;0;4;1;
4;12;56;0;2;3;1;4;
4;10;148;2;3;4;0;1;
4;11;178;2;0;1;4;3;
4;9;114;4;2;3;1;0;
5;8;150;0;1;2;4;3;
4;5;191;4;2;3;0;1;
4;4;118;4;2;1;3;0;
4;6;110;0;2;4;1;3;
4;7;168;3;0;4;2;1;
5;3;155;2;4;0;3;1;
4;2;180;0;1;3;4;2;
4;0;205;2;3;0;1;4;
5;1;169;1;4;0;2;3;
4;19;190;3;0;4;2;1;
4;18;119;4;1;2;0;3;
